district;businessName;reviewCount;primaryType;matchedTerms;phone;formattedAddress;googleMapsUri;businessStatus;googlePlaceId;fetchedAt
22. Donaustadt;Workout Park;11;gym;fitness studio;;"Kanalstraße, 1220 Wien";https://maps.google.com/?cid=17175033860912789356&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJV6lZRZYBbUcRbDcDnUz6We4;2026-05-21T13:25:21.153855Z
22. Donaustadt;Dipl. Shiatsu Praktikerin Daniela Binder;9;wellness_center;wellness center;0699 17101416;"Hirschstettner Str. 122 A, 1220 Wien";https://maps.google.com/?cid=9764323754398022499&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJvzWZ1jsBbUcRY3vNlLjYgYc;2026-05-21T13:25:21.153869Z
22. Donaustadt;Naturfreunde Freizeitzentrum;2;point_of_interest;erholungszentrum;;"An der unteren Alten Donau 51, 1220 Wien";https://maps.google.com/?cid=12459849522057331807&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJI-VRJMUGbUcRX0QMDSBH6qw;2026-05-21T13:25:21.153875Z
22. Donaustadt;Mr. Manfred Hebenstreit;1;sports_activity_location;sauna;0664 2308382;"Breitenleer Str. 273, 1220 Wien";https://maps.google.com/?cid=4596394169397246758&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ1Z_EimIBbUcRJnuZ8iSsyT8;2026-05-21T13:25:21.153884Z
23. Liesing;Erholungsgebiet Kellerberg;107;park;erholungszentrum;;"Siebenhirten, 1230 Wien";https://maps.google.com/?cid=10402495989125582952&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJI11RxbGpbUcRaJBBwfwWXZA;2026-05-21T13:25:21.153742Z
23. Liesing;Beauty & TianDe;63;hair_salon;beauty salon;0676 3425797;"Carlbergergasse 105 /5/1, 1230 Wien";https://maps.google.com/?cid=18221021627254485572&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ1THGspSobUcRRLI2gaES3vw;2026-05-21T13:25:21.153760Z
23. Liesing;Meggie's Beauty Place;46;foot_care;beauty salon;0660 2906080;"Kaltenleutgebner Str. 24/Stiege 8 Tür 1.D, 1230 Wien";https://maps.google.com/?cid=15897415180921262977&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ2djFwRWlbUcRgdO2AeH2ntw;2026-05-21T13:25:21.153769Z
23. Liesing;VIP Style Kosmetik;37;hair_salon;beauty salon;0676 5760277;"Breitenfurter Str. 174, 1230 Wien";https://maps.google.com/?cid=740603458447984072&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJD5wTDwKpbUcRyMU37OsmRwo;2026-05-21T13:25:21.153778Z
23. Liesing;Kosmetikpalette Inh. Natalie Steigner;37;beauty_salon;beauty salon;01 8891803;"Ketzergasse 376/382, 1230 Wien";https://maps.google.com/?cid=11386826862410092667&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJE1KdJw6mbUcRe1DUjLMiBp4;2026-05-21T13:25:21.153786Z
23. Liesing;Elly‘s Beautybox;15;beauty_salon;beauty salon;0676 6722985;"Seligmanngasse 23, 1230 Wien";https://maps.google.com/?cid=12774051611735070061&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJhR01ZrmpbUcRbZX500KMRrE;2026-05-21T13:25:21.153794Z
23. Liesing;Stroissnig Elisabeth & Roman Massagefachinstitut;1;massage;massage;01 8659440;"Levasseurgasse 17, 1230 Wien";https://maps.google.com/?cid=9198542867951994903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJmbUGr5uobUcRF0h7nwDKp38;2026-05-21T13:25:21.153803Z
23. Liesing;Gesundheitszentrum Mauer;1;point_of_interest;gesundheitszentrum;;"Geßlgasse 19, 1230 Wien";https://maps.google.com/?cid=16302732569279394294&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJCVswjjymbUcR9vEWbOXwPuI;2026-05-21T13:25:21.153810Z
2. Leopoldstadt;Mawien Beauty;244;beauty_salon;beauty salon;0664 5744461;"Vorgartenstraße 178, 1020 Wien";https://maps.google.com/?cid=17755120659905774072&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJi6iXe_QHbUcR-AHiZSvcZvY;2026-05-21T13:25:21.154166Z
2. Leopoldstadt;Eingang Augarten Nordpolstraße;56;park;erholungszentrum;;"Lampigasse 23, 1020 Wien";https://maps.google.com/?cid=16911470246499902259&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJLQSCeawHbUcRM-M2oJacseo;2026-05-21T13:25:21.154178Z
2. Leopoldstadt;ZIMAR;41;beauty_salon;beauty salon;0660 1124278;"Ob. Donaustraße 1, 1020 Wien";https://maps.google.com/?cid=13361363173785676576&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJeT4y_q8HbUcRICt72AMZbbk;2026-05-21T13:25:21.154196Z
2. Leopoldstadt;Move-Center;20;gym;fitness studio;0660 4707756;"Ybbsstraße 3, 1020 Wien";https://maps.google.com/?cid=2802550162764853559&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJVXFCipgHbUcRN_HPRIao5CY;2026-05-21T13:25:21.154214Z
2. Leopoldstadt;Thai Spa 1020 Wien;18;massage;"spa, massage, wellness center, day spa, hammam";0680 1568979;"Taborstraße 52B/Lokal1, 1020 Wien";https://maps.google.com/?cid=10056056661072881127&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJHYJSnTcJbUcR5yVzBEFKjos;2026-05-21T13:25:21.154236Z
2. Leopoldstadt;Skinbeautique;9;beauty_salon;beauty salon;0676 7625982;"Glockengasse 25c, 1020 Wien";https://maps.google.com/?cid=8710746535275346605&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ57lro38HbUcRrTqNg9LJ4ng;2026-05-21T13:25:21.154244Z
2. Leopoldstadt;Massage Iris Hollerer - point to relax;5;massage_spa;"spa, massage, day spa";0699 12625275;"Am Tabor 13, Stiege 3 Tür 11, 1020 Wien";https://maps.google.com/?cid=9121539454932460927&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJoYK5Sg8HbUcRf6X1Z843ln4;2026-05-21T13:25:21.154257Z
2. Leopoldstadt;Mavie Health Hub;0;wellness_center;wellness center;;"Untere Donaustraße 21, 1020 Wien";https://maps.google.com/?cid=11998391180230408362&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ048VmVQHbUcRqjjQTTXZgqY;2026-05-21T13:25:21.154274Z
2. Leopoldstadt;Impfzentrum Karmelitergasse;0;medical_clinic;gesundheitszentrum;01 400035339;"Karmelitergasse 9, 1020 Wien";https://maps.google.com/?cid=3166641859127155483&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJn8KrJxgHbUcRGxsoSP4r8is;2026-05-21T13:25:21.154318Z
2. Leopoldstadt;"Sunny Leopoldstadt 1BR w/ Gym & Sauna, near U2, by Blueground";0;lodging;sauna;;"1020 Wien, Österreich";https://maps.google.com/?cid=6605312662726691330&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJSWSrbzQHbUcRAso2zN7Iqls;2026-05-21T13:25:21.154290Z
3. Landstraße;J's Beauty Salon;151;beauty_salon;beauty salon;0664 2302957;"Beatrixgasse 4, 1030 Wien";https://maps.google.com/?cid=813817399653479165&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJs4fRXFkHbUcR_bJg-pxCSws;2026-05-21T13:25:21.153531Z
3. Landstraße;Wien Mitte;39;transit_station;erholungszentrum;;"Landstraßer Hauptstraße 1b, 1030 Wien";https://maps.google.com/?cid=10476218966915187548&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJidEjenMHbUcRXIMwIKUBY5E;2026-05-21T13:25:21.153554Z
3. Landstraße;Gesundheitsvorsorgezentrum des Gesundheitsdienstes;28;local_government_office;gesundheitszentrum;01 400087600;"Erdbergstraße 135, 1030 Wien";https://maps.google.com/?cid=8214320335801827092&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ0ygG_qYHbUcRFD-89tIg_3E;2026-05-21T13:25:21.153579Z
3. Landstraße;Kattariya Thai Massage;25;massage;massage;0680 3281931;"Rennweg 34, 1030 Wien";https://maps.google.com/?cid=15145081815433918215&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ5zfhVvgHbUcRB7cqR6sjLtI;2026-05-21T13:25:21.153617Z
3. Landstraße;Der Ruheraum;2;massage_spa;wellness center;0650 6344811;"Salesianergasse 3, 1030 Wien";https://maps.google.com/?cid=12197958902174510743&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJsdUiCXoHbUcRl-7sdP7aR6k;2026-05-21T13:25:21.153648Z
3. Landstraße;freeGym;2;gym;fitness studio;;"Hainburger Str. 14, 1030 Wien";https://maps.google.com/?cid=16930439954804053398&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJAUFpbRgHbUcRlhUtBXAB9eo;2026-05-21T13:25:21.153700Z
3. Landstraße;Apostel Fitness;2;fitness_center;fitness studio;0678 1317778;"Apostelgasse 18, 1030 Wien";https://maps.google.com/?cid=10952036774309767750&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJJzEfpA4HbUcRRqq_e2tz_Zc;2026-05-21T13:25:21.153667Z
3. Landstraße;Lotus Massage;1;massage_spa;"spa, massage, wellness center, day spa";0677 63811286;"Hainburgerstraße 39, Keinergasse 4, 1030 Wien";https://maps.google.com/?cid=17088754616043391529&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ6zP1PxpcXQQRKUoVf8hzJ-0;2026-05-21T13:25:21.153731Z
4. Wieden;Sino Spa;158;massage_spa;"spa, massage, wellness center, day spa";01 9962114;"Prinz-Eugen-Straße 74, 1040 Wien";https://maps.google.com/?cid=10690472177569369416&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJoyixRH0HbUcRSA04Ec4vXJQ;2026-05-21T13:25:21.153437Z
4. Wieden;Kulasa Cosmetics;99;beauty_salon;beauty salon;;"Weyringergasse 15/17, 1040 Wien";https://maps.google.com/?cid=11528346781672951785&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJaatsW92pbUcR6U8icVHq_J8;2026-05-21T13:25:21.153453Z
4. Wieden;YI-GESUNDHEITS-MASSAGE;23;massage_spa;"massage, spa, wellness center, day spa";0677 62148158;"Wehrgasse 22/1, 1050 Wien";https://maps.google.com/?cid=197595535358049597&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJdUQybUsHbUcRPT04rhcAvgI;2026-05-21T13:25:21.153492Z
4. Wieden;Serene Spa Retreat;1;spa;wellness center;096 057 1750;"Mommsengasse 17, 1040 Wien";https://maps.google.com/?cid=4049873031580107384&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ97g5Lb4HbUcReELEqBAKNDg;2026-05-21T13:25:21.153509Z
5. Margareten;Wientalterrassen;454;park;erholungszentrum;;"Rechte Wienzeile 117, 1050 Wien";https://maps.google.com/?cid=3551591281110549133&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJqa110CeobUcRjQL4-XPJSTE;2026-05-21T13:25:21.153235Z
5. Margareten;Vock Kosmetikstudio;63;beauty_salon;beauty salon;01 5442341;"Reinprechtsdorfer Str. 52, 1050 Wien";https://maps.google.com/?cid=7425516357286965418&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJUZnURy-obUcRqjDx7ci7DGc;2026-05-21T13:25:21.153254Z
5. Margareten;Elham Sanaei;62;beauty_salon;beauty salon;0660 4030810;"Reinprechtsdorfer Str. 21, 1050 Wien";https://maps.google.com/?cid=5232252887681880174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJudya_i6obUcRblBKmUeynEg;2026-05-21T13:25:21.153262Z
5. Margareten;REHA-MED Institut für physikalische Medizin Margareten GmbH;57;medical_center;gesundheitszentrum;01 5454456;"Schönbrunner Str. 143, 1050 Wien";https://maps.google.com/?cid=11345026989329108270&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJk8hP9SOobUcRLk0uMvChcZ0;2026-05-21T13:25:21.153280Z
5. Margareten;neunerhaus Gesundheitszentrum;35;doctor;gesundheitszentrum;01 9900909500;"Margaretenstraße 166/EG, 1050 Wien";https://maps.google.com/?cid=15466989570807546584&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJt003iCSobUcR2MKnKBHJpdY;2026-05-21T13:25:21.153313Z
5. Margareten;Kosmetik Fußpflege Gabriela;27;foot_care;beauty salon;01 5869563;"Strobachgasse 11, 1050 Wien";https://maps.google.com/?cid=18408302885157331649&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJH_CdnocHbUcRweKZU_Ftd_8;2026-05-21T13:25:21.153322Z
5. Margareten;Mrs. Sabine Weber;13;beauty_salon;beauty salon;01 5863131;"Ziegelofengasse 10, 1050 Wien";https://maps.google.com/?cid=9417552152851438285&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJGyUZESqobUcRzdpsZMndsYI;2026-05-21T13:25:21.153338Z
5. Margareten;Sauna;3;lodging;sauna;;"Rechte Wienzeile 51, 1050 Wien";https://maps.google.com/?cid=6352048379736496206&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJhTmOXk0HbUcRThhKxlgCJ1g;2026-05-21T13:25:21.153363Z
5. Margareten;Calisthenics Park;2;gym;fitness studio;;"58PW+222, 1050 Wien";https://maps.google.com/?cid=58491360103395774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJIQlfAwCpbUcRvnFkBZXNzwA;2026-05-21T13:25:21.153397Z
5. Margareten;tuinamassagewien;0;spa;hammam;0664 3916870;"Gumpendorfer Str. 22, 1060 Wien";https://maps.google.com/?cid=4597910382976580286&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJE1ptj4YHbUcRvjpm7iEPzz8;2026-05-21T13:25:21.153411Z
5. Margareten;Una Beauty;0;beauty_salon;beauty salon;;"Arbeitergasse 37, 1050 Wien";https://maps.google.com/?cid=14496305775606789918&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJhxM7EyWobUcRHnd8Vkw5Lck;2026-05-21T13:25:21.153420Z
6. Mariahilf;Dr. Farhoodi Beautysalon;171;hair_salon;beauty salon;0681 20337592;"Mollardgasse 48a, 1060 Wien";https://maps.google.com/?cid=11991747788642998060&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ3zgOWyKpbUcRLFckKhQ_a6Y;2026-05-21T13:25:21.153058Z
6. Mariahilf;The BeautySTAFF;135;medical_clinic;beauty salon;0680 1552170;"Esterházygasse 6, 1060 Wien";https://maps.google.com/?cid=924822304018458839&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJY3x8eZQHbUcR1-hgT_yg1Qw;2026-05-21T13:25:21.153078Z
6. Mariahilf;Beauty Pearl Vienna;67;nail_salon;beauty salon;0664 4146989;"Liniengasse 16/Top 22, 1060 Wien";https://maps.google.com/?cid=8623591013603650224&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJEXgOTWKpbUcRsKoYTlYmrXc;2026-05-21T13:25:21.153097Z
6. Mariahilf;Lilla Beauty;27;beauty_salon;beauty salon;0660 1031313;"Nelkengasse 3, 1060 Wien";https://maps.google.com/?cid=10881783462718663321&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJLTwavP8HbUcRmeoQumfcA5c;2026-05-21T13:25:21.153109Z
6. Mariahilf;Medical & Beauty;25;beauty_salon;beauty salon;0650 3096003;"Mariahilfer Str. 115/7 Mezzanin, 1060 Wien";https://maps.google.com/?cid=17063049999884222814&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJFc3FnlMHbUcRXgHUK5IhzOw;2026-05-21T13:25:21.153116Z
6. Mariahilf;Nun Nuad Thai-Massage;19;massage;massage;0660 1339240;"Webgasse 5/7, 1060 Wien";https://maps.google.com/?cid=9295452399484538909&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ5xjqttypbUcRHRDUObUUAIE;2026-05-21T13:25:21.153136Z
6. Mariahilf;Center;17;spa;wellness center;0665 437666;"Esterházygasse 4, 1060 Wien";https://maps.google.com/?cid=6350183211495075597&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJsVuP9SIHbUcRDS_Qc_xhIFg;2026-05-21T13:25:21.153163Z
6. Mariahilf;In Corpus Veritas Heilmassage;5;massage;massage;0660 6167331;"Dürergasse 1, 1060 Wien";https://maps.google.com/?cid=9606753029242732007&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJw1pQkS-mbUcR573rOPsKUoU;2026-05-21T13:25:21.153172Z
6. Mariahilf;Shiatsupoint;2;wellness_center;wellness center;0650 8705560;"Schmalzhofgasse 18/1/10, 1060 Wien";https://maps.google.com/?cid=4248994624060329345&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJz1nMXooHbUcRgQ2pMxl29zo;2026-05-21T13:25:21.153181Z
6. Mariahilf;Relax;1;spa;"spa, wellness center";0660 8493582;"Sandwirtgasse, 1060 Wien";https://maps.google.com/?cid=3718767001256973702&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJMVGsVXOpbUcRhtVdgOK2mzM;2026-05-21T13:25:21.153195Z
6. Mariahilf;Massage Thai Pro Massage AT15;0;massage;massage;631 02 46 09;"Esterházygasse 21, 1060 Wien";https://maps.google.com/?cid=17906821222975969645&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJKZer3QwHbUcRbZnoIwfPgfg;2026-05-21T13:25:21.153212Z
7. Neubau;Butterfly Beauty Salon;53;hair_salon;beauty salon;0660 8176719;"Westbahnstraße 39, 1070 Wien";https://maps.google.com/?cid=8872959805486678503&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ2UW0xJ0HbUcR50FaoO4VI3s;2026-05-21T13:25:21.152976Z
7. Neubau;Rosi's Beauty Coworking;36;beauty_salon;beauty salon;01 5268746;"Neustiftgasse 22, 1070 Wien";https://maps.google.com/?cid=14114926053570548073&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJG1RATZIHbUcRaZH6LXZK4sM;2026-05-21T13:25:21.152991Z
7. Neubau;Let‘s Relax Head Spa & Massage;4;massage_spa;"wellness center, spa, day spa";0676 3164962;"Kirchstetterngasse, 1160 Wien";https://maps.google.com/?cid=2405612557801008324&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJd-1tE1sHbUcRxKzyNuBzYiE;2026-05-21T13:25:21.153031Z
7. Neubau;Eleven Beauty Studio - Nagel & Massage Studio;1;beauty_salon;beauty salon;0676 3509566;"Schottenfeldgasse 92, 1070 Wien";https://maps.google.com/?cid=13441640650847542859&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ8UGmoTkHbUcRS943gPRMiro;2026-05-21T13:25:21.153039Z
8. Josefstadt;Hyma Beauty e.U;59;beauty_salon;beauty salon;0660 6142443;"Tigergasse 36/2, 1080 Wien";https://maps.google.com/?cid=17273829663456349655&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJaexfwBMHbUcR183r6I74uO8;2026-05-21T13:25:21.152818Z
8. Josefstadt;Ginos Beauty Salon;58;hair_salon;beauty salon;0676 5645358;"Lederergasse 14, 1080 Wien";https://maps.google.com/?cid=11237692203999726646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJh1NB--oHbUcRNoyUCoVN9Js;2026-05-21T13:25:21.152826Z
8. Josefstadt;Bebolino Beauty Aesthetic designer Studio;52;beauty_salon;beauty salon;;"Lerchenfelder Str. 156, 1080 Wien";https://maps.google.com/?cid=5724519729729361766&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ5V9XOvMHbUcRZtc7SF2UcU8;2026-05-21T13:25:21.152833Z
8. Josefstadt;Bailing Massage;38;massage_spa;massage;0660 4503646;"Lerchengasse 25, 1080 Wien";https://maps.google.com/?cid=11474285754528792091&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJJX2_jesHbUcRG34DshnaPJ8;2026-05-21T13:25:21.152851Z
8. Josefstadt;Aiyi Massage;35;massage_spa;"spa, massage, wellness center, day spa";0677 63145376;"Bennogasse 23, 1080 Wien";https://maps.google.com/?cid=17766021965423506710&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ-WJ3RUEHbUcRFvXaYNmWjfY;2026-05-21T13:25:21.152870Z
8. Josefstadt;Wellnow Group;5;;wellness center;0720 228360;"Strozzigasse 12, 1080 Wien";https://maps.google.com/?cid=17633288927049850665&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJp_3fSpMHbUcRKZ-intoGtvQ;2026-05-21T13:25:21.152897Z
8. Josefstadt;Olivia Cobbina - Heilmasseurin;2;massage_spa;"spa, massage, wellness center, day spa";0699 12252873;"Krotenthallergasse 5, 1080 Wien";https://maps.google.com/?cid=2332476110832540271&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJbbZN3LAHbUcRbxpCMaqeXiA;2026-05-21T13:25:21.152920Z
8. Josefstadt;Fit-Focus-Fitnesstrainig;0;gym;fitness studio;0660 3471934;"Blindengasse 50, 1080 Wien";https://maps.google.com/?cid=14688141449841225366&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJXbbLIZoHbUcRli562NPC1ss;2026-05-21T13:25:21.152935Z
